Freq.	V(y)
2.06232464929861e+00	-1.93677719046241e-01,-1.19050328172465e+00
2.06713426853709e+00	-1.93869536902648e-01,-1.18511249074234e+00
2.07194388777556e+00	-1.94043633405281e-01,-1.17976723954356e+00
2.07675350701404e+00	-1.94200464618655e-01,-1.17446703994385e+00
2.08156312625252e+00	-1.94340475493664e-01,-1.16921140881051e+00
2.08637274549099e+00	-1.94464100146033e-01,-1.16399986805379e+00
2.09118236472947e+00	-1.94571762127657e-01,-1.15883194461530e+00
2.09599198396795e+00	-1.94663874691009e-01,-1.15370717045403e+00
2.10080160320642e+00	-1.94740841046771e-01,-1.14862508252988e+00
2.10561122244490e+00	-1.94803054614877e-01,-1.14358522278497e+00
2.11042084168338e+00	-1.94850899269127e-01,-1.13858713812299e+00
2.11523046092185e+00	-1.94884749575518e-01,-1.13363038038644e+00
2.12004008016033e+00	-1.94904971024479e-01,-1.12871450633216e+00
2.12484969939881e+00	-1.94911920257133e-01,-1.12383907760513e+00
2.12965931863728e+00	-1.94905945285771e-01,-1.11900366071073e+00
2.13446893787576e+00	-1.94887385708649e-01,-1.11420782698545e+00
2.13927855711424e+00	-1.94856572919287e-01,-1.10945115256630e+00
2.14408817635272e+00	-1.94813830310375e-01,-1.10473321835900e+00
2.14889779559119e+00	-1.94759473472470e-01,-1.10005361000491e+00
2.15370741482967e+00	-1.94693810387570e-01,-1.09541191784692e+00
2.15851703406815e+00	-1.94617141617727e-01,-1.09080773689442e+00
2.16332665330662e+00	-1.94529760488817e-01,-1.08624066678723e+00
2.16813627254510e+00	-1.94431953269601e-01,-1.08171031175882e+00
2.17294589178358e+00	-1.94323999346175e-01,-1.07721628059872e+00
2.17775551102205e+00	-1.94206171391965e-01,-1.07275818661423e+00
2.18256513026053e+00	-1.94078735533349e-01,-1.06833564759153e+00
2.18737474949901e+00	-1.93941951511033e-01,-1.06394828575625e+00
2.19218436873748e+00	-1.93796072837306e-01,-1.05959572773349e+00
2.19699398797596e+00	-1.93641346949252e-01,-1.05527760450742e+00
2.20180360721444e+00	-1.93478015358045e-01,-1.05099355138050e+00
2.20661322645291e+00	-1.93306313794431e-01,-1.04674320793238e+00
2.21142284569139e+00	-1.93126472350475e-01,-1.04252621797840e+00
2.21623246492987e+00	-1.92938715617701e-01,-1.03834222952801e+00
2.22104208416834e+00	-1.92743262821693e-01,-1.03419089474282e+00
2.22585170340682e+00	-1.92540327953266e-01,-1.03007186989458e+00
2.23066132264530e+00	-1.92330119896288e-01,-1.02598481532301e+00
2.23547094188377e+00	-1.92112842552246e-01,-1.02192939539354e+00
2.24028056112225e+00	-1.91888694961640e-01,-1.01790527845497e+00
2.24509018036073e+00	-1.91657871422285e-01,-1.01391213679712e+00
2.24989979959920e+00	-1.91420561604608e-01,-1.00994964660846e+00
2.25470941883768e+00	-1.91176950664009e-01,-1.00601748793385e+00
2.25951903807616e+00	-1.90927219350383e-01,-1.00211534463221e+00
2.26432865731463e+00	-1.90671544114848e-01,-9.98242904334353e-01
2.26913827655311e+00	-1.90410097213776e-01,-9.94399858400934e-01
2.27394789579159e+00	-1.90143046810196e-01,-9.90585901880471e-01
2.27875751503006e+00	-1.89870557072624e-01,-9.86800733467551e-01
2.28356713426854e+00	-1.89592788271394e-01,-9.83044055461184e-01
2.28837675350702e+00	-1.89309896872566e-01,-9.79315573723360e-01
2.29318637274550e+00	-1.89022035629459e-01,-9.75614997637779e-01
2.29799599198397e+00	-1.88729353671878e-01,-9.71942040068828e-01
2.30280561122245e+00	-1.88431996593103e-01,-9.68296417320763e-01
2.30761523046093e+00	-1.88130106534681e-01,-9.64677849097150e-01
2.31242484969940e+00	-1.87823822269093e-01,-9.61086058460562e-01
2.31723446893788e+00	-1.87513279280349e-01,-9.57520771792533e-01
2.32204408817636e+00	-1.87198609842563e-01,-9.53981718753806e-01
2.32685370741483e+00	-1.86879943096557e-01,-9.50468632244863e-01
2.33166332665331e+00	-1.86557405124557e-01,-9.46981248366750e-01
2.33647294589179e+00	-1.86231119023012e-01,-9.43519306382216e-01
2.34128256513026e+00	-1.85901204973613e-01,-9.40082548677158e-01
2.34609218436874e+00	-1.85567780312531e-01,-9.36670720722400e-01
2.35090180360722e+00	-1.85230959597929e-01,-9.33283571035783e-01
2.35571142284569e+00	-1.84890854675808e-01,-9.29920851144602e-01
2.36052104208417e+00	-1.84547574744211e-01,-9.26582315548374e-01
2.36533066132265e+00	-1.84201226415833e-01,-9.23267721681958e-01
2.37014028056112e+00	-1.83851913779087e-01,-9.19976829879008e-01
2.37494989979960e+00	-1.83499738457649e-01,-9.16709403335796e-01
2.37975951903808e+00	-1.83144799668552e-01,-9.13465208075370e-01
2.38456913827655e+00	-1.82787194278818e-01,-9.10244012912087e-01
2.38937875751503e+00	-1.82427016860722e-01,-9.07045589416490e-01
2.39418837675351e+00	-1.82064359745676e-01,-9.03869711880559e-01
2.39899799599198e+00	-1.81699313076801e-01,-9.00716157283319e-01
2.40380761523046e+00	-1.81331964860204e-01,-8.97584705256811e-01
2.40861723446894e+00	-1.80962401014993e-01,-8.94475138052437e-01
2.41342685370741e+00	-1.80590705422077e-01,-8.91387240507657e-01
2.41823647294589e+00	-1.80216959971766e-01,-8.88320800013066e-01
2.42304609218437e+00	-1.79841244610209e-01,-8.85275606479831e-01
2.42785571142285e+00	-1.79463637384702e-01,-8.82251452307495e-01
2.43266533066132e+00	-1.79084214487891e-01,-8.79248132352149e-01
2.43747494989980e+00	-1.78703050300900e-01,-8.76265443894962e-01
2.44228456913828e+00	-1.78320217435411e-01,-8.73303186611089e-01
2.44709418837675e+00	-1.77935786774718e-01,-8.70361162538926e-01
2.45190380761523e+00	-1.77549827513803e-01,-8.67439176049745e-01
2.45671342685371e+00	-1.77162407198419e-01,-8.64537033817670e-01
2.46152304609218e+00	-1.76773591763243e-01,-8.61654544790032e-01
2.46633266533066e+00	-1.76383445569111e-01,-8.58791520158062e-01
2.47114228456914e+00	-1.75992031439345e-01,-8.55947773327961e-01
2.47595190380761e+00	-1.75599410695211e-01,-8.53123119892299e-01
2.48076152304609e+00	-1.75205643190526e-01,-8.50317377601790e-01
2.48557114228457e+00	-1.74810787345431e-01,-8.47530366337394e-01
2.49038076152304e+00	-1.74414900179359e-01,-8.44761908082788e-01
2.49519038076152e+00	-1.74018037343207e-01,-8.42011826897156e-01
2.50000000000000e+00	-1.73620253150744e-01,-8.39279948888344e-01
